data,stayingpower,texture,smell,price,colour,shipping,packing
"The first time I bought a Chinese brand, I read a few 1* reviews but still decided to buy it because I saw many reviews… very surprised with the price and the lipstick is super satisfying. Smooth, fragrant, not too dry. Or maybe it's because I'm used to using Mac matte so it feels ok. The chocolate scent is a bit stronger while the remaining candy scent is pleasant. Should buy. score 9/10d",,positive,positive,positive,,,
Product quality is good Delivery is not very fast Packaged securely,,,,,,negative,positive
The store packaged carefully. Delivered the right type. Bought as a gift so didn't test the color.,,,,,neutral,positive,positive
"Beautiful lipstick, this is the second time I bought this, the color is pretty, but it wears off quickly, just going out, not eating, it all wears off, the lipstick is smooth, the color is a pretty red-brown color.",negative,positive,,,positive,,
Delivery took a while but the goods were well packaged and will continue to support hihi ? photos and videos are for receipt purposes only.,,,,,,negative,positive
"The lipstick color is exactly like the picture, lasts long, I don't like the smell, ok for the price.",positive,,negative,positive,positive,,
Uses: mound Texture: ok Color fastness: beautiful Beautiful color Ok check Pretty,positive,positive,,,positive,,
"Cheap product, good quality, lipstick is not as good as other reviews",,,,positive,,,
Color fastness: not very matte so good of chocolate I want to eat it too The case is very sturdy and can never be opened Cheap price,negative,,positive,positive,,,
"I haven't tried the lipstick yet so I don't know if it's ok, but it was packaged carefully and the outer shell is very good",,,,,,,positive
"This is the second time I bought it, so I don't have any comments. The product quality is still very good, fast delivery, photos and videos are not related.",,,,,,positive,
"The color is beautiful and it like chocolate. Delivery is quite fast, will support again",,,positive,,positive,positive,
"The color of the lipstick is ok, the scent is quite fragrant and applies very smoothly? very worth the money to buy?",,positive,positive,positive,positive,,
"Beautifully packaged, genuine product, bought on sale so much so it's so expensive",,,,positive,,,positive
"The lipstick is very beautiful, this national color is amazing, super matte, doesn't stick to the mask too much, wipe it off and still have a tint layer.",positive,,,,positive,,
"hic, I waited forever to get home to see how it turned out but I'm really disappointed… the lipstick isn't smooth, but it just lingers on my lips, so you get what you pay for.",,negative,,positive,,,
"I received the goods, although it took a while to ship, I am very satisfied with the delivery. The lipstick color is easy to use on a bare face and still ok.",,,,,positive,negative,
The lipstick is beautiful and very flattering to the skin The beautiful package really good Will buy again,,,positive,,,,
"The lipstick is very beautiful but the delivery took a while, the color is not as dark as in the picture.",,,,,negative,negative,
"It's so pretty, the color is so cute I'm going to faint and it's smooth and matte",positive,positive,,,positive,,
"Great product, the best sun-eyeliner and lipstick, you have to exfoliate before using. Eyebrows can draw eye bags. Every lipstick fades away quickly, the eyeliner is matte and it's perfect. Standard lipstick color",negative,,,,positive,,
"Fast delivery, secure packaging. Buy on occasion and get cute and quality gifts.",,,,,,positive,positive
"The lipstick is beautiful and smooth, the packaging is definitely genuine, so you can rest assured",,positive,,,,,positive
"The lipstick color is very beautiful, the tone is very suitable for all skin tones +) The video is only for the purpose of receiving coins ?",,,,,positive,,
"Cbi shop, steam goods are Super fast",,,,,,positive,
"Uses: very beautiful color Texture: thick Color fastness: brick red V27 will be a mix of earthy orange tones with a hint of red. The lipstick color is very easy to use, everyone who uses it looks beautiful. The earthy and red tones in this lipstick completely overcome the disadvantages of dull skin and tooth enamel of orange. Lipstick color V27 in the Merzy In The Velvet Tint collection (Source: internet",,neutral,,,positive,,
Delivery is okay. Lipstick quality is ok. Very fragrant. Packaged very securely,,positive,positive,,,positive,positive
"International products should take a long time to deliver, the lipstick has a pungent smell, the texture is a bit dry, the ukela eyeliner but I don't know how to apply it.",,negative,negative,,,negative,
"Beautiful lipstick, securely packaged, friendly shipper Images and videos are for coin-receipt purposes",,,,,,positive,positive
"Beautiful lipstick, correct color delivery, very good packaging, fast delivery too, 5*",,,,,positive,positive,positive
Good product at reasonable price,,,,positive,,,
"The lipstick and glasses are so pretty everyone, that red-brown color is so pretty and cheap. Vid with unrelated photos ?",,,,positive,positive,,
"Carefully packaged product and fast delivery, haven't tried the product yet but overall it's quite nice",,,,,,positive,positive
"Beautiful, compact packaging. The velvet lipstick is quite smooth but very thick, you have to nourish your lips thoroughly before applying. Both colors are suitable for medium skin. 503 is more suitable for school because it looks lighter. 402 varieties br A12 + A17 divided in half :))",,neutral,,,neutral,,
"Beautiful, cheap lipstick on sale at a great price. The quality of the lipstick needs to be nourished each time it's applied, making it a bit dry and difficult to spread. The beautiful color doesn't last long but it's very pretty.",negative,negative,,positive,,,
"Oh my god, I can't believe it. Bought it for the first time to try it out because I saw great reviews. International shipping so it took a while but I'm very satisfied. The lipstick is smooth and smooth when I try it on my hand. It has a light scent but I don't feel any harshness. This color is super easy to use. The remaining thin layer of lipstick is also pretty. Will support this shop more",,positive,positive,,positive,negative,
"Very pretty, beautiful color, I bought it during the 11/11 sale so it's a great deal, I'll probably have to buy more.",,,,positive,positive,,
"Absolutely beautiful The texture is smooth and not dry In general, it's too cheap 99k 2 bars The color is very accurate",,positive,,positive,positive,,
"There's nothing better than holding the lipstick you like. However, I find it small compared to previous versions of the same line. I still have some left so I can test it",neutral,,,,,,
Uses: Make beauty Texture: okk Color fastness: ok Fast delivery. The color is mesmerizingly beautiful,positive,positive,,,positive,positive,
"The lipstick is super cute, the color is super cuteeeee, bought it on sale at a cheap price, it's super soft and doesn't dry out my lips",,positive,,positive,positive,,
"The product is exactly like the picture..because it's a foreign shop so it took a little bit of time..but it's okay..in return, the shop packed the package very carefully..and gave me an extra mask..photos and vd klq",,,,,,,positive
Color 25 is always beautiful and I have nothing to criticize. I am completely satisfied with the shop's customer care. The shop packs the goods carefully and thoroughly. Will support next time.,,,,,positive,,positive
