data,stayingpower,texture,smell,price,colour,shipping,packing
"Cheap is really cheap, hunt for sales so you get a bargain price But the lipstick doesn't stick to my lips, it like chocolate candy, the packaging is beautiful and the delivery is quite fast and the exterior is pretty",negative,,positive,positive,,positive,positive
"Bought the darkest color on the chart but didn't apply it as dark, so the pink base looks so boring. You get what you pay for",,,,,negative,,
"Due to the epidemic, delivery took quite a while, but receiving the goods was very satisfying. Close the door carefully and elegantly. The lipstick is smooth, quite matte, applies well and good, it's just color 25 so it's a bit dark, it doesn't suit my skin very well. Hunting for sales so the price is super cheap. Also included is an additional cream lipstick. Overall very good",positive,positive,positive,positive,neutral,positive,positive
"The lipstick isn't very full, I don't know if it's enough, the lipstick is smooth but not long lasting, just wipe it off and it's gone. The lipstick color is quite beautiful.",negative,positive,,,positive,,
"Uses: depjD Texture: ok Color fastness: ok Mascara is so pretty and lipstick, I bought it in 2 bars",positive,positive,,,,,
"Uses: lipstick Texture: matte cream Color fastness: good, ok, hope not powdery Correct color, good packaging, super fast delivery ?",positive,neutral,,,positive,positive,positive
"The color is quite pretty, enhances skin tone and teeth tone. The plastic smell of lipstick shell is a bit so I don't like it very much.",,,negative,,positive,,
"Beautifully colored lipstick used as a base mixed with beautiful lip colors, well packaged ?",,,,,positive,,positive
"I find lipstick with streaks like that amazing :))) Fast delivery, good packaging",,,,,,positive,positive
"It's been a long time since I bought a lipstick. Because of the pandemic, I've saved a lot of money on cosmetics. Still the first bbia, the packaging is also sturdy and comes with a pretty pink card",,,,,,,positive
"The lipstick color is ok, but the color is not as fresh as the photo:(( A bit darker than the photo. In my opinion, it fades a bit quickly.",negative,,,,positive,,
Quality is okay The peel has a smell Pack carefully Delivery took a while ?,,,negative,,,negative,positive
Extremely genuine :3 delivery is also fast. Highly recommend :3333,,,,,,positive,
Super pretty lipstick..soft lips..just the right amount of matte. The color is perfect without drying out my lips,positive,positive,,,positive,,
"The color is not the same as the picture, the lipstick is easy to wear, so I don't ask for anything else",negative,,,positive,negative,,
"Great quality, I needed the product, the store tried to send it to me, responded quickly to the message, the color is very pretty",,,,,positive,,
"Product ok, delivered according to model. However, this batch took a long time to receive the goods. Nearly 1 month, still in China. When I pressed return and refund, it was delivered to me the next day. Sometimes it's hard to understand Shopee",,,,,,negative,
The lipstick has a moist layer on it and then dries for a long time and is quite matte. But it's very sticky.,positive,negative,,,,,
"The lipstick is beautiful but cheap, from the shell to the color from the outside to the inside, everything is so beautiful, I love it",,,,positive,positive,,
"The color is very beautiful. Everyone, color 302 is the color I like",,,,,positive,,
"Slightly smudged. But when applied to the lips, it feels soft and not dry. Beautiful baby. Value for money",,positive,,positive,,,
"Fast delivery, good product",,,,,,positive,
"Texture: the color is beautiful, the lipstick is smooth but applying it easily dries out the lips. Color fastness: poor, fades quickly, dry lips. Received the product and haven't tried it yet, so I don't know how effective it is. If there are any changes, I will review later. (Image not related).",negative,negative,,,positive,,
"The lipstick is very, very pretty hahaha ? The velvet cap is so nice to touch ? The quality of the lipstick is really good, more beautiful than I thought the price is okelaaa. Will support you for a long time, handsome shipper ?",,positive,,positive,,positive,
"Beautiful quality product at such a price, I am completely satisfied",,,,positive,,,
"The lipstick is quite beautiful. The packaging is also sturdy, no damage inside. Applying the lipstick like chocolate. The video is for token collection purposes only.",,,positive,,,,positive
"The product is super beautiful, everyone, the shop packaged it with super quality",,,,,,,positive
"I bought color 504 which is a bit light:< fragrant lipstick, overall good for the price range,",,,positive,positive,negative,,
Uses: lipstick is also ok for the price Structure: the shop wrapped it carefully and beautifully Color fastness: ok,positive,neutral,,positive,,,positive
"Beautiful lipstick color, smooth lips, also of chocolate ?i",,positive,positive,,positive,,
"Received all goods, good, haven't used it yet so I don't know if it will last",neutral,,positive,,,,
"Bold, beautiful, fresh lipstick. It's cheap so buy it sksoisjsnssisidjxbshs",,,,positive,,,
"Uses: good Texture: beautiful Color fastness: long lasting The lipstick is so beautiful. Beautiful color, fast delivery. ? Will support this shop more Photos are for coin recognition purposes only",positive,positive,,,,positive,
"The lipstick is so smooth and beautiful. Should buy, everyone will still support the shop",,positive,,,,,
"The cuteee lipstick color is so pretty, five stars, hihihi",,,,,positive,,
"I looked at the review and saw that the lipstick was very matte and didn't stick to the cup, so I bought color 708. Although the lipstick is beautiful, the adhesion is okay, but it still to the cup?",neutral,,,,neutral,,
"The color is beautiful but a bit too orange. Soft lips, not dry and light ?",,positive,,,neutral,,
"Fast delivery, carefully packaged. Standard lipstick. The cream is matte but not dry. Color 203 is very beautiful. I just tried scanning the QR code on the product. The result is an Auth product so everyone can buy with confidence ?",positive,positive,,,positive,positive,positive
"The color is quite nice, not too dark and not too The lipstick looks dth",,,,,positive,,
Son is so petite and beautiful. Next time will be faster. The color is so pretty fjd,,,,,positive,,
"Genuine lipstick with beautiful color. Reasonable price, fast delivery too",,,,positive,positive,positive,
"The lipstick doesn't stick to the lips, wears off very quickly, the lipstick color is bad on the lips, looks terrible, don't buy it",negative,,,,negative,,
"Beautiful design, smooth lipstick color and super cute delivery staff",,positive,,,positive,positive,
"Fast delivery, beautiful packaging, small, beautiful and sturdy product The lipstick has standard, beautiful color and smooth texture",,positive,,,positive,positive,positive
"The lipstick color is not good, you get what you pay for?",,,,positive,negative,,
The lipstick is smooth and the color is beautiful but it's a bit drying on your lips so remember to moisturize before applying lipstick.,,neutral,,,positive,,
Uses: going to festivals Texture: beautiful Color fastness: long lasting. Beautiful product. Reasonable price. Next time visit the shop. The details and examples are for illustration purposes only.,positive,positive,,positive,,,
Fragrant lipstick. Haven't tried it yet so don't know how the quality is. Fast delivery.,,,positive,,,positive,
Look at the pretty shell Fast delivery Bought for me so no worries,,,,,,positive,
