text,stayingpower_pred,stayingpower_conf,stayingpower_true,texture_pred,texture_conf,texture_true,smell_pred,smell_conf,smell_true,price_pred,price_conf,price_true,colour_pred,colour_conf,colour_true,shipping_pred,shipping_conf,shipping_true,packing_pred,packing_conf,packing_true,msr_resolution,conflict_score,stayingpower_importance,texture_importance,smell_importance,price_importance,colour_importance,shipping_importance,packing_importance
"really, the lipstick quality and color are absolutely beautiful. if i knew it was this beautiful, i would have bought 3 or 4 trees. really pretty. i think it's even more beautiful than blackrouge",positive,0.7728,None,positive,0.7409,positive,positive,0.8728,None,positive,0.868,None,positive,0.8558,positive,positive,0.6025,None,positive,0.8729,None,negative,0.4939,0.1433,0.1439,0.1422,0.1421,0.1432,0.144,0.1413
"the image has the quality of receiving coins and fast delivery, so i don't know",neutral,0.5007,None,neutral,0.4876,None,positive,0.5647,None,positive,0.7487,None,positive,0.5198,None,positive,0.8944,positive,positive,0.7086,None,negative,0.495,0.1444,0.1458,0.1407,0.1423,0.1418,0.145,0.1399
"uses: new lipstick structure: shaped like a tru color fastness: beautiful after painting my lips, i feel confident and the color is beautiful and smells like chocolate: 3333 delivery took a while",neutral,0.4558,neutral,positive,0.5282,neutral,positive,0.6454,positive,positive,0.6225,None,positive,0.6249,positive,negative,0.7254,negative,positive,0.635,None,negative,0.4923,0.1484,0.1495,0.1456,0.1426,0.1464,0.1267,0.1408
"every color is beautiful, cheap price but top quality......",positive,0.7983,None,positive,0.7782,None,positive,0.8937,None,positive,0.8819,positive,positive,0.8833,positive,positive,0.5865,None,positive,0.8825,None,negative,0.494,0.1429,0.1438,0.1424,0.1423,0.1432,0.144,0.1413
beautiful quality lipstick the color makes the lips smooth and supple color 501 is more beautiful than 402,positive,0.74,None,positive,0.7061,positive,positive,0.8578,None,positive,0.8501,None,positive,0.8081,neutral,positive,0.6004,None,positive,0.8564,None,negative,0.4938,0.1435,0.1441,0.1422,0.1418,0.1432,0.144,0.141
pretty color but not very fragrant yixtuzitxp7druxhl hl yociyxtixtixti tyy8 hk hovy9ct8x47zru gk y9xru jpct7 gk kh y8xtu bk oy,negative,0.7024,None,positive,0.6414,None,negative,0.5328,neutral,positive,0.705,None,negative,0.452,positive,positive,0.5813,None,positive,0.5496,None,negative,0.4877,0.1313,0.1483,0.137,0.1496,0.1395,0.1509,0.1434
"nice packaging, pretty lipstick jssjsjsjskdkksksksskksjsjsjssskk",positive,0.7824,None,positive,0.7263,None,positive,0.8796,None,positive,0.8703,None,positive,0.8541,None,positive,0.6121,None,positive,0.8642,positive,negative,0.494,0.1432,0.1439,0.1424,0.1422,0.1433,0.144,0.1411
the soft lipstick has a smell but is not strong. lipstick doesn't come off very well after drinking water.,negative,0.8106,neutral,positive,0.7196,positive,negative,0.4215,neutral,positive,0.7598,None,positive,0.5693,None,positive,0.5824,None,positive,0.6044,None,negative,0.4878,0.1264,0.1494,0.1389,0.149,0.1428,0.1507,0.1428
"uses: don't know texture: don't know color fastness: unknown receiving the goods and then delivering them is painfully long. the cream is quite liquid and has a nice color, but the tip of the lipstick is larger than the neck so when opened it opens up a bit",positive,0.4087,neutral,negative,0.4131,negative,neutral,0.3512,None,positive,0.3767,None,negative,0.4439,positive,negative,0.7103,negative,negative,0.508,None,negative,0.5001,0.1486,0.1436,0.1463,0.1453,0.1426,0.1335,0.14
"the shop carefully packaged the product, the shop delivered the correct product, although the delivery was a bit slow due to the epidemic, the product quality is excellent.........,,,,,,,",positive,0.5485,None,positive,0.7303,None,positive,0.8051,None,positive,0.7985,None,positive,0.854,None,negative,0.7553,negative,positive,0.7256,positive,negative,0.4901,0.1419,0.1474,0.147,0.1467,0.1481,0.1262,0.1427
the lipstick looks like the picture but not matte the shop packs the goods carefully friendly shipper,negative,0.8379,negative,positive,0.6711,None,positive,0.5882,None,positive,0.8252,None,positive,0.6223,None,positive,0.6872,positive,positive,0.6987,positive,negative,0.4882,0.1244,0.1479,0.1428,0.1486,0.1428,0.1497,0.1437
"the goods are currently in transit so delivery may take a while. beautiful color, ok, will support the shop",positive,0.584,None,positive,0.751,None,positive,0.8073,None,positive,0.794,None,positive,0.8572,positive,negative,0.7746,negative,positive,0.7524,None,negative,0.4902,0.1438,0.1474,0.1467,0.146,0.1478,0.1252,0.143
"the color on the outside is a bit darker than the video, the color is so good, the lipstick is soft and doesn't dry out, the shop always packs it and it's definitely beautiful.",positive,0.6153,None,positive,0.692,positive,positive,0.694,None,positive,0.7309,None,neutral,0.4434,positive,positive,0.5437,None,positive,0.6837,positive,negative,0.4922,0.1439,0.1454,0.1436,0.1425,0.1398,0.1445,0.1402
"looking for a good price, nice shop, sturdy in hand. but i didn't like the color right away :(",negative,0.532,None,negative,0.4699,None,positive,0.5378,None,positive,0.7417,positive,negative,0.5865,negative,positive,0.4107,None,positive,0.5236,None,negative,0.4913,0.1372,0.1393,0.1472,0.1511,0.1356,0.146,0.1436
the product is good and has a good smell. the color is beautiful. i should support this shop. i will definitely support this shop again.,positive,0.8069,None,positive,0.7758,None,positive,0.8837,positive,positive,0.8796,None,positive,0.8879,positive,positive,0.6411,None,positive,0.8752,None,negative,0.4938,0.1431,0.1438,0.1423,0.1423,0.1433,0.144,0.1412
"delivery took a while, the lipstick was carefully wrapped, beautiful, the color is very pretty, the packaging is quite ok, satisfied with the product",positive,0.5619,None,positive,0.7525,None,positive,0.7916,None,positive,0.7921,None,positive,0.8567,positive,negative,0.7725,negative,positive,0.7361,positive,negative,0.49,0.143,0.1475,0.1466,0.1464,0.1481,0.1256,0.1428
the lipstick is soft and smooth shell looked over cheap price but high quality fast delivery,positive,0.7364,None,positive,0.7607,positive,positive,0.7786,None,positive,0.8727,positive,positive,0.836,None,positive,0.9215,positive,positive,0.8529,None,negative,0.4921,0.1419,0.1441,0.1421,0.1426,0.1434,0.1442,0.1416
the lipstick color on the lips is very beautiful. the quality of the lipstick is also very nice and packaged very carefully,positive,0.8244,None,positive,0.7955,positive,positive,0.8778,None,positive,0.8813,None,positive,0.891,positive,positive,0.6976,None,positive,0.8692,positive,negative,0.4934,0.143,0.1438,0.1423,0.1424,0.1434,0.1439,0.1412
"the product is very good, packaged securely, if it works in the future, i will continue to use it",positive,0.7321,None,positive,0.6864,None,positive,0.8886,None,positive,0.8623,None,positive,0.8328,None,positive,0.5075,None,positive,0.8615,positive,negative,0.4945,0.1435,0.1442,0.1423,0.1419,0.1432,0.144,0.1409
the lipstick is so smooth wildly beautiful color price is also cheap shipping is correct and fast,positive,0.7643,None,positive,0.7434,positive,positive,0.7879,None,positive,0.8777,positive,positive,0.8945,positive,positive,0.9304,positive,positive,0.8631,None,negative,0.4923,0.1418,0.144,0.1421,0.1426,0.1437,0.1441,0.1417
"good product, high quality, long delivery but not too long, it's ok to use",negative,0.7622,None,positive,0.4965,None,positive,0.6623,None,positive,0.7873,None,positive,0.7416,None,negative,0.7122,negative,positive,0.6285,None,negative,0.4884,0.1299,0.1444,0.1481,0.1518,0.1491,0.1319,0.1447
"the color is pretty and firm when held in the hand, but the scent is uneven and the scent is cheap",positive,0.5774,None,negative,0.8296,negative,positive,0.4842,positive,positive,0.7144,positive,positive,0.54,positive,negative,0.4088,None,positive,0.5108,None,negative,0.4949,0.1451,0.1285,0.1437,0.1523,0.1451,0.1423,0.1431
"the color is beautiful but a bit powdery and takes a long time to ship. buying for you, video and images are for illustration purposes only",negative,0.5032,None,negative,0.8767,negative,positive,0.4568,None,positive,0.7289,None,positive,0.5281,positive,negative,0.6576,negative,positive,0.4882,None,negative,0.4949,0.1417,0.1297,0.1457,0.1553,0.1463,0.1367,0.1446
"the color of the scented lipstick is so pretty, but the delivery took a little while",positive,0.5576,None,positive,0.7436,None,positive,0.8003,positive,positive,0.8024,None,positive,0.8626,positive,negative,0.7862,negative,positive,0.7465,None,negative,0.4901,0.142,0.1472,0.1469,0.1469,0.1483,0.1254,0.1433
shop delivers all goods. packed carefully. delivery time is a bit long because of international goods. the lipstick color is not the same as the photo. the rest are ok.,negative,0.5464,None,positive,0.4077,None,positive,0.5708,None,positive,0.6641,None,negative,0.4538,negative,negative,0.7259,negative,positive,0.5148,positive,negative,0.4927,0.1382,0.1435,0.1495,0.1504,0.1414,0.1326,0.1444
"beautiful lipstick, long delivery standard color kikoiiiiiiiiiivgyffhgdasgjgwscbkihhpjv. bbvcccghcvbugcvugc trchh",positive,0.5143,None,positive,0.7199,None,positive,0.7676,None,positive,0.7786,None,positive,0.8288,positive,negative,0.7884,negative,positive,0.7009,None,negative,0.4899,0.1419,0.1475,0.147,0.1469,0.1483,0.1258,0.1426
"buying color 301 is the right choice, the color is super cool. unexpectedly, it's so cheap and so beautiful??",positive,0.7308,None,positive,0.6745,None,positive,0.8691,None,positive,0.8553,positive,positive,0.8157,positive,positive,0.5951,None,positive,0.8546,None,negative,0.494,0.1435,0.1442,0.1423,0.142,0.1432,0.1439,0.141
"smooth lipstick, genuine product",positive,0.798,None,positive,0.812,positive,positive,0.8424,None,positive,0.854,None,positive,0.8299,None,positive,0.635,None,positive,0.8487,None,negative,0.4933,0.1429,0.144,0.1422,0.1422,0.1433,0.1444,0.141
"product is smaller than expected, shipper is friendly and enthusiastic, packaging is secure",positive,0.6321,None,positive,0.707,None,positive,0.669,None,positive,0.8077,None,positive,0.6337,None,positive,0.8824,positive,positive,0.7554,positive,negative,0.4926,0.1419,0.1448,0.1422,0.1426,0.1423,0.1452,0.1409
uses: tot texture: earthy orange color color fastness: good bdnsjssjksiwiwikwkwkwkwkowowiwkkwkwjwjwkwkwiwiiwiwiwkwjw,neutral,0.5361,positive,neutral,0.6649,neutral,positive,0.6218,None,positive,0.6801,None,neutral,0.4494,neutral,positive,0.5678,None,positive,0.6712,None,negative,0.4973,0.1467,0.148,0.1408,0.1408,0.1432,0.142,0.1386
"it's so beautifulmmmmmmmmmmmm it's so fragrantnnnnnn, i love the color 25 after using two sticks.",positive,0.7436,None,positive,0.6811,None,positive,0.8886,positive,positive,0.8659,None,positive,0.843,positive,positive,0.5537,None,positive,0.8645,None,negative,0.4944,0.1436,0.1442,0.1424,0.142,0.1432,0.1437,0.141
the lipstick color is beautiful and soft but i accidentally bought two of the same color. beautiful and luxurious packaging,positive,0.7173,None,positive,0.7187,None,positive,0.8322,None,positive,0.8215,None,positive,0.673,positive,positive,0.5318,None,positive,0.7951,positive,negative,0.4931,0.1435,0.1443,0.1424,0.1418,0.1431,0.1446,0.1404
tiny xink xink lipstick has amazingly beautiful color,positive,0.6863,None,positive,0.5928,None,positive,0.8603,None,positive,0.8235,None,positive,0.7703,positive,positive,0.5083,None,positive,0.8233,None,negative,0.4939,0.1439,0.1447,0.1425,0.1417,0.1433,0.1434,0.1404
the lipstick smell is a bit strong and pungent. the color rendering is not very accurate. the pink base is a bit cheesy. but in general at this price range it's ok,positive,0.4634,None,negative,0.4901,None,negative,0.7663,negative,positive,0.6342,positive,positive,0.5217,negative,positive,0.4487,None,positive,0.5207,None,negative,0.492,0.1417,0.1401,0.1312,0.1513,0.1451,0.1456,0.1449
the lipstick is very pretty but i'm too lazy to try the color and hope it suits me hicc??,positive,0.5465,None,positive,0.5463,None,positive,0.73,None,positive,0.7438,None,neutral,0.4657,neutral,positive,0.5044,None,positive,0.7221,None,negative,0.4946,0.145,0.145,0.1431,0.1419,0.1418,0.1428,0.1404
"i really like this lipstick, although it's cheap but the quality is good, the only thing is that it still wears off while saying it's a matte lipstick, the lipstick has a scent that i really like. carefully packaged but delivery took a bit longer than i thought.",negative,0.7824,negative,positive,0.48,None,positive,0.635,positive,positive,0.7925,positive,positive,0.7301,None,negative,0.6813,negative,positive,0.6203,positive,negative,0.4882,0.1297,0.1429,0.1475,0.1526,0.1491,0.1333,0.1448
"fast delivery, good packaging, beautiful color lipstick",positive,0.7391,None,positive,0.7134,None,positive,0.7779,None,positive,0.8778,None,positive,0.8894,positive,positive,0.934,positive,positive,0.8576,positive,negative,0.4922,0.1417,0.1439,0.142,0.1428,0.1437,0.1442,0.1417
"dear dear, buy it because the color is so pretty!!",positive,0.8087,None,positive,0.7799,None,positive,0.8823,None,positive,0.8791,None,positive,0.8905,positive,positive,0.6239,None,positive,0.8705,None,negative,0.4938,0.143,0.1438,0.1423,0.1424,0.1434,0.1439,0.1412
"the lipstick is very smooth on the lips, smooth like velvet, it smells great, the color is pretty, easy to use, it's cheap, and it's genuine, so rest assured, fast delivery, packaged carefully, and neat.",positive,0.7792,None,positive,0.7605,positive,positive,0.7997,positive,positive,0.8802,positive,positive,0.8838,positive,positive,0.9213,positive,positive,0.8646,positive,negative,0.4925,0.1423,0.144,0.1421,0.1425,0.1436,0.144,0.1416
"the lipstick is ok, thick. the color is a bit unsuitable for my skin. the first bowl takes a long time to dry and is a bit sticky to the teeth",positive,0.4839,None,negative,0.8588,negative,positive,0.4486,None,positive,0.6894,None,positive,0.4597,negative,negative,0.5918,None,positive,0.4769,None,negative,0.4962,0.1443,0.1296,0.1453,0.154,0.1444,0.1383,0.144
"color 25 is out of dipping sauce. the mall processed the goods quickly, i received it in 2 days and i really like it. bbia is always true love",positive,0.615,None,positive,0.5675,None,positive,0.7104,None,positive,0.8177,None,positive,0.7078,positive,positive,0.911,positive,positive,0.7532,None,negative,0.4924,0.1406,0.1442,0.1422,0.1435,0.1433,0.1454,0.1408
color fastness: beautiful bdjfjjfjfjf can do yyyy can do that yesbxnxnxxbcjcjjc,positive,0.5105,positive,neutral,0.5934,None,positive,0.783,None,positive,0.7872,None,positive,0.707,None,positive,0.6135,None,positive,0.7932,None,negative,0.4948,0.1453,0.1465,0.1416,0.1411,0.1432,0.1425,0.1398
"the lipstick is beautiful and fragrant. you should buy it, everyone hit it up so pretty",positive,0.8167,None,positive,0.791,None,positive,0.89,positive,positive,0.8871,None,positive,0.9,None,positive,0.6471,None,positive,0.8807,None,negative,0.4937,0.143,0.1438,0.1424,0.1424,0.1433,0.1439,0.1413
okkk okay the color is so beautiful should buyaaaaaa delivery is a bit long,positive,0.5677,None,positive,0.7488,None,positive,0.7958,None,positive,0.797,None,positive,0.8631,positive,negative,0.7793,negative,positive,0.7439,None,negative,0.4901,0.1427,0.1474,0.1466,0.1466,0.1482,0.1254,0.1431
"sorry about the pictures, because i bought it to sell so i never had time to take a photo to evaluate, but the appearance looks ok, the quality is probably good. should buy, well packaged and long delivery",positive,0.4464,None,positive,0.6383,None,positive,0.7102,None,positive,0.7056,None,positive,0.7158,None,negative,0.7954,negative,positive,0.652,positive,negative,0.4899,0.1415,0.1479,0.1476,0.1465,0.1474,0.1264,0.1426
